Area,Category,Data Source,Data Year,Equity Report Year,Geography Type,Indicator,Notes,Percent,Percentile,Unit for Value,Value,multipolygon
003305,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,15,"MULTIPOLYGON (((-117.094262 32.690568, -117.094343 32.690468, -117.094625 32.69019, -117.094929 32.691304, -117.095062 32.696797, -117.095033 32.700455, -117.094982 32.702313, -117.095113 32.704124, -117.089424 32.704133, -117.085 32.7041, -117.085046 32.70043, -117.085052 32.700037, -117.085102 32.697032, -117.085106 32.696752, -117.085132 32.692365, -117.085134 32.691896, -117.087267 32.691903, -117.087268 32.69132, -117.087607 32.69132, -117.093773 32.692164, -117.093759 32.691729, -117.09376 32.691716, -117.093767 32.691669, -117.093822 32.691405, -117.09396 32.69103, -117.094162 32.690699, -117.094262 32.690568)))"
003304,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,15,"MULTIPOLYGON (((-117.097085 32.707475, -117.097264 32.707674, -117.094854 32.708457, -117.093666 32.708796, -117.090076 32.709585, -117.084986 32.709532, -117.085001 32.704539, -117.085 32.7041, -117.089424 32.704133, -117.095113 32.704124, -117.097085 32.707475)))"
003303,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,15,"MULTIPOLYGON (((-117.094342 32.68948, -117.094279 32.689307, -117.094119 32.688967, -117.094367 32.689189, -117.095278 32.689127, -117.095767 32.688983, -117.095944 32.688954, -117.096034 32.688965, -117.096632 32.688895, -117.096593 32.688553, -117.098041 32.688557, -117.098136 32.688937, -117.098605 32.688945, -117.099144 32.688938, -117.102443 32.688962, -117.102439 32.689806, -117.102413 32.691807, -117.102361 32.693229, -117.102376 32.696079, -117.102387 32.696887, -117.100212 32.696847, -117.095062 32.696797, -117.094929 32.691304, -117.094625 32.69019, -117.094446 32.689711, -117.094342 32.68948)))"
003202,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,15,"MULTIPOLYGON (((-117.067039 32.661599, -117.067304 32.661781, -117.066157 32.662402, -117.066015 32.66247, -117.065515 32.662677, -117.066354 32.664847, -117.067819 32.668381, -117.068849 32.671277, -117.068858 32.671303, -117.068904 32.671418, -117.070828 32.67638, -117.066569 32.678476, -117.062277 32.679785, -117.059302 32.679672, -117.059332 32.677248, -117.05847 32.675052, -117.063002 32.673782, -117.0616 32.672291, -117.060261 32.668779, -117.06101 32.664057, -117.061225 32.663824, -117.061292 32.663506, -117.061309 32.66343, -117.063915 32.662868, -117.064712 32.662692, -117.065418 32.662436, -117.065753 32.662292, -117.066454 32.661946, -117.067039 32.661599)))"
003113,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,15,"MULTIPOLYGON (((-117.076233 32.690406, -117.076648 32.691917, -117.07564 32.692193, -117.074812 32.69241, -117.070171 32.693716, -117.069469 32.701444, -117.066797 32.701413, -117.061256 32.701349, -117.054683 32.701289, -117.0537 32.698305, -117.052219 32.696924, -117.055079 32.695462, -117.057908 32.695455, -117.063966 32.692708, -117.065302 32.692157, -117.065711 32.691553, -117.065713 32.691373, -117.065675 32.691183, -117.065958 32.691111, -117.06603 32.691095, -117.067543 32.690749, -117.068398 32.690498, -117.070136 32.689991, -117.071251 32.689689, -117.071297 32.689673, -117.072086 32.689425, -117.072798 32.689299, -117.073278 32.68915, -117.073534 32.689071, -117.075514 32.688475, -117.076167 32.690164, -117.076233 32.690406)))"
003112,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,15,"MULTIPOLYGON (((-117.055022 32.71092, -117.054521 32.709302, -117.055301 32.705295, -117.054683 32.701289, -117.061256 32.701349, -117.066797 32.701413, -117.069469 32.701444, -117.071744 32.704963, -117.073095 32.708613, -117.067977 32.709485, -117.062502 32.710179, -117.055073 32.711068, -117.055022 32.71092)))"
003111,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,15,"MULTIPOLYGON (((-117.077831 32.69159, -117.07847 32.693191, -117.079798 32.692751, -117.080774 32.693118, -117.080041 32.694412, -117.074274 32.699453, -117.073234 32.701493, -117.073184 32.703834, -117.085 32.7041, -117.085001 32.704539, -117.084986 32.709532, -117.071067 32.709373, -117.070209 32.709366, -117.067977 32.709485, -117.073095 32.708613, -117.071744 32.704963, -117.069469 32.701444, -117.070171 32.693716, -117.074812 32.69241, -117.07564 32.692193, -117.076648 32.691917, -117.077831 32.69159)))"
003101,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,15,"MULTIPOLYGON (((-117.085132 32.692365, -117.085106 32.696752, -117.085102 32.697032, -117.085052 32.700037, -117.085046 32.70043, -117.085 32.7041, -117.073184 32.703834, -117.073234 32.701493, -117.074274 32.699453, -117.080041 32.694412, -117.080774 32.693118, -117.085132 32.692365)))"
003003,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,15,"MULTIPOLYGON (((-117.066751 32.724242, -117.065572 32.72616, -117.071116 32.727206, -117.071445 32.727215, -117.063858 32.730157, -117.059314 32.733388, -117.058253 32.734454, -117.058091 32.734621, -117.054329 32.738717, -117.052093 32.741038, -117.050837 32.742041, -117.049735 32.740938, -117.054187 32.736679, -117.05642 32.734389, -117.05194 32.733829, -117.051748 32.733885, -117.051607 32.733953, -117.049357 32.735144, -117.04937 32.731966, -117.049376 32.731459, -117.049392 32.729663, -117.049237 32.728966, -117.049286 32.726602, -117.04933 32.726131, -117.049307 32.719961, -117.049306 32.715861, -117.062369 32.715882, -117.0624 32.715881, -117.062525 32.715881, -117.067963 32.715348, -117.067978 32.716642, -117.067988 32.717401, -117.066399 32.718569, -117.066096 32.721832, -117.066751 32.724242)))"
003001,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,15,"MULTIPOLYGON (((-117.084995 32.71044, -117.084932 32.717867, -117.08493 32.718046, -117.082246 32.719213, -117.076261 32.723769, -117.074504 32.725056, -117.071445 32.727215, -117.071116 32.727206, -117.065572 32.72616, -117.066751 32.724242, -117.066096 32.721832, -117.066399 32.718569, -117.067988 32.717401, -117.067978 32.716642, -117.071539 32.71305, -117.071067 32.709373, -117.084986 32.709532, -117.084995 32.71044)))"
021900,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.105087 32.603214, -117.108462 32.603854, -117.116463 32.606565, -117.118563 32.606268, -117.125693 32.644748, -117.130575 32.675522, -117.133097 32.677167, -117.135422 32.678614, -117.125863 32.679079, -117.128215 32.677694, -117.124809 32.679365, -117.124747 32.679291, -117.121318 32.679424, -117.120995 32.679564, -117.120686 32.679755, -117.120205 32.680064, -117.115993 32.681208, -117.115099 32.68128, -117.115005 32.681289, -117.115009 32.681369, -117.114801 32.681308, -117.11467 32.681308, -117.111748 32.682091, -117.111157 32.682283, -117.110972 32.682336, -117.110927 32.682351, -117.11091 32.682355, -117.110843 32.682374, -117.110201 32.682557, -117.109601 32.68272, -117.109261 32.681865, -117.109227 32.681703, -117.108931 32.680985, -117.108255 32.679261, -117.106911 32.675816, -117.105568 32.672378, -117.104229 32.668922, -117.103556 32.6672, -117.102546 32.664613, -117.10154 32.662025, -117.100207 32.658571, -117.099184 32.655959, -117.098556 32.654344, -117.096186 32.648254, -117.101026 32.647003, -117.102812 32.646589, -117.104071 32.650205, -117.105204 32.650552, -117.11707 32.647397, -117.123994 32.646356, -117.121418 32.630235, -117.117681 32.607534, -117.101562 32.61207, -117.100981 32.612256, -117.09842 32.612957, -117.098544 32.610207, -117.097823 32.605067, -117.09791 32.605077, -117.098445 32.605219, -117.105087 32.603214)))"
021800,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.19297742582101 32.687754018000696, -117.192907 32.6879, -117.191401 32.693258, -117.18879 32.697371, -117.187231 32.696521, -117.185751 32.698581, -117.183845 32.698075, -117.185431 32.695361, -117.18858 32.690022, -117.188454 32.689495, -117.184376 32.687792, -117.179858 32.685896, -117.175123 32.684417, -117.173266 32.681852, -117.174797 32.679313, -117.17664480349401 32.67851325164239, -117.180366 32.681652, -117.18916217999501 32.685909432092004, -117.192967 32.687751, -117.19297742582101 32.687754018000696)))"
016302,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,18,"MULTIPOLYGON (((-116.94457 32.800175, -116.950971 32.800202, -116.950978 32.803159, -116.950985 32.807694, -116.944606 32.807711, -116.935731 32.807706, -116.935744 32.803165, -116.935741 32.80018, -116.940157 32.80018, -116.94457 32.800175)))"
016301,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,18,"MULTIPOLYGON (((-116.962401 32.803113, -116.962405 32.804091, -116.96244 32.804679, -116.961988 32.806012, -116.961937 32.807681, -116.950985 32.807694, -116.950978 32.803159, -116.950971 32.800202, -116.950971 32.79816, -116.957269 32.798242, -116.957273 32.797189, -116.958102 32.799117, -116.962352 32.799106, -116.962353 32.799252, -116.962334 32.802863, -116.962401 32.803113)))"
015802,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,18,"MULTIPOLYGON (((-116.962344 32.794928, -116.957372 32.794929, -116.953685 32.794926, -116.953681 32.792716, -116.953649 32.787662, -116.957662 32.787664, -116.962315 32.787662, -116.966148 32.787661, -116.966168 32.794928, -116.962344 32.794928)))"
015601,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,18,"MULTIPOLYGON (((-116.926929 32.796466, -116.924674 32.796479, -116.921262 32.796482, -116.920901 32.796274, -116.920809 32.79274, -116.918053 32.789017, -116.917904 32.788438, -116.917802 32.787548, -116.918769 32.785511, -116.920557 32.78529, -116.927903 32.785275, -116.928143 32.78767, -116.928782 32.788411, -116.933621 32.792524, -116.935733 32.795494, -116.934617 32.796283, -116.930511 32.800165, -116.926928 32.800182, -116.926929 32.796466)))"
015301,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,18,"MULTIPOLYGON (((-116.962306 32.784119, -116.962315 32.787662, -116.957662 32.787664, -116.953649 32.787662, -116.95366 32.780389, -116.955323 32.780385, -116.957828 32.780379, -116.959936 32.780384, -116.962302 32.780386, -116.962303 32.784046, -116.962306 32.784119)))"
014902,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.023308 32.770164, -117.016083 32.773216, -117.011178 32.775213, -117.004722 32.777306, -117.004238 32.777473, -117.003869 32.777625, -117.002504 32.773366, -117.002194 32.769699, -117.00237 32.768245, -117.005864 32.768287, -117.006498 32.768286, -117.008262 32.768286, -117.008742 32.768176, -117.010086 32.767611, -117.011305 32.767408, -117.012378 32.766216, -117.014066 32.766233, -117.019572 32.763728, -117.023308 32.770164)))"
014803,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.011178 32.775213, -117.016083 32.773216, -117.023308 32.770164, -117.026927 32.772191, -117.027238 32.773081, -117.027339 32.773958, -117.027335 32.774632, -117.028361 32.776623, -117.032593 32.780164, -117.032826 32.78051, -117.033 32.780915, -117.02996 32.782234, -117.025959 32.784911, -117.025919 32.784973, -117.025802 32.785188, -117.025722 32.785369, -117.025468 32.786081, -117.025387 32.78626, -117.025292 32.786435, -117.025237 32.786521, -117.021608 32.789691, -117.018408 32.7881, -117.019873 32.78443, -117.018418 32.778381, -117.018298 32.778036, -117.017256 32.776672, -117.011178 32.775213)))"
014300,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,15,"MULTIPOLYGON (((-117.05194 32.733829, -117.05642 32.734389, -117.054187 32.736679, -117.04937 32.738772, -117.042886 32.738844, -117.042856 32.74157, -117.036388 32.741656, -117.034278 32.741699, -117.034294 32.739896, -117.030981 32.739, -117.032065 32.73479, -117.032907 32.735334, -117.036556 32.735317, -117.042922 32.735221, -117.049357 32.735144, -117.051607 32.733953, -117.051748 32.733885, -117.05194 32.733829)))"
013104,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.082719 32.613714, -117.084073 32.61716, -117.07996 32.618304, -117.075881 32.619439, -117.073177 32.612547, -117.07182 32.609096, -117.079998 32.606823, -117.081381 32.610252, -117.082719 32.613714)))"
012700,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.090811 32.63441, -117.092166 32.637859, -117.088058 32.639014, -117.083982 32.640144, -117.08297 32.637553, -117.078561 32.637841, -117.07721 32.634371, -117.081286 32.633244, -117.079938 32.629793, -117.084006 32.62866, -117.088104 32.627514, -117.089456 32.630948, -117.090811 32.63441)))"
012302,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.08297 32.637553, -117.083982 32.640144, -117.08196 32.640701, -117.083279 32.644161, -117.081241 32.644741, -117.079193 32.645309, -117.076478 32.638419, -117.078561 32.637841, -117.08297 32.637553)))"
012002,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,15,"MULTIPOLYGON (((-117.084764 32.677141, -117.086998 32.681425, -117.08236 32.682726, -117.078856 32.683714, -117.070733 32.685995, -117.071736 32.683453, -117.074037 32.681693, -117.079269 32.680163, -117.080132 32.679863, -117.083485 32.677656, -117.084764 32.677141)))"
011601,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.102546 32.664613, -117.103556 32.6672, -117.095353 32.669502, -117.091276 32.670643, -117.089263 32.665466, -117.091277 32.664894, -117.093328 32.664327, -117.10154 32.662025, -117.102546 32.664613)))"
011000,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.163166 32.693052, -117.163193 32.691851, -117.163675 32.688403, -117.168802 32.691921, -117.169496 32.688659, -117.171683 32.68958, -117.176495 32.691608, -117.173982 32.695901, -117.171933 32.699334, -117.171438 32.699877, -117.166653 32.698344, -117.163926 32.693263, -117.163166 32.693052)))"
010800,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.184376 32.687792, -117.188454 32.689495, -117.18858 32.690022, -117.185431 32.695361, -117.183224 32.694438, -117.182121 32.693974, -117.179914 32.693039, -117.176495 32.691608, -117.179858 32.685896, -117.184376 32.687792)))"
010300,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.118702 32.576567, -117.118005 32.582308, -117.114308 32.582301, -117.110607 32.582294, -117.110609 32.576553, -117.110044 32.576543, -117.110048 32.572868, -117.110077 32.569551, -117.11223 32.56924, -117.118745 32.569355, -117.118748 32.571034, -117.118702 32.576567)))"
010110,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.08407 32.56387, -117.084081 32.558202, -117.092772 32.55822, -117.092768 32.568285, -117.092763 32.569159, -117.092775 32.570041, -117.092755 32.576509, -117.092683 32.583848, -117.087414 32.58382, -117.086285 32.580557, -117.082569 32.576484, -117.084072 32.576477, -117.084103 32.569163, -117.084066 32.564865, -117.08407 32.56387)))"
010104,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.10043 32.558256, -117.101435 32.558265, -117.101433 32.558523, -117.101281 32.56647, -117.101275 32.56687, -117.100019 32.566853, -117.09958 32.566864, -117.099576 32.5676, -117.099574 32.567933, -117.10137 32.567961, -117.10135 32.568939, -117.101381 32.56918, -117.101381 32.572846, -117.101403 32.576504, -117.097073 32.576509, -117.092755 32.576509, -117.092775 32.570041, -117.092763 32.569159, -117.092768 32.568285, -117.092772 32.55822, -117.10043 32.558256)))"
005500,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,18,"MULTIPOLYGON (((-117.151251 32.724104, -117.149409 32.7268, -117.146952 32.728086, -117.144133 32.728023, -117.144483 32.724948, -117.142597 32.722716, -117.147243 32.719863, -117.149218 32.722556, -117.149391 32.722765, -117.150211 32.723421, -117.150509 32.723589, -117.15134 32.723917, -117.151251 32.724104)))"
004900,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,18,"MULTIPOLYGON (((-117.14757 32.705235, -117.143964 32.70522, -117.142394 32.705256, -117.135464 32.705328, -117.133881 32.705342, -117.133857 32.70324, -117.133839 32.701148, -117.133825 32.699703, -117.133804 32.696971, -117.133797 32.695926, -117.133832 32.695341, -117.133832 32.694948, -117.138663 32.698674, -117.145431 32.703008, -117.14757 32.705235)))"
004400,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.126596 32.719013, -117.129463 32.718998, -117.131156 32.71899, -117.133175 32.718981, -117.133199 32.718982, -117.133862 32.718978, -117.133901 32.718977, -117.133899 32.719447, -117.133884 32.72343, -117.133991 32.727534, -117.133894 32.72965, -117.130165 32.729652, -117.129582 32.72965, -117.125283 32.729631, -117.125459 32.724397, -117.125311 32.719014, -117.126596 32.719013)))"
003902,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,18,"MULTIPOLYGON (((-117.120805 32.701208, -117.120522 32.701213, -117.120619 32.699862, -117.120604 32.695987, -117.121616 32.692849, -117.123222 32.690933, -117.126215 32.692832, -117.133713 32.692796, -117.133741 32.693691, -117.133806 32.694104, -117.13383 32.694491, -117.133832 32.694948, -117.133832 32.695341, -117.133797 32.695926, -117.133804 32.696971, -117.133825 32.699703, -117.133839 32.701148, -117.124036 32.701199, -117.123915 32.701203, -117.123886 32.701205, -117.120805 32.701208)))"
003601,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,18,"MULTIPOLYGON (((-117.112413 32.689767, -117.113685 32.68723, -117.11171 32.684335, -117.110973 32.682458, -117.123222 32.690933, -117.121616 32.692849, -117.120604 32.695987, -117.116749 32.696003, -117.112462 32.696036, -117.112413 32.689767)))"
003404,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,15,"MULTIPOLYGON (((-117.08493 32.718046, -117.084932 32.717867, -117.084995 32.71044, -117.084986 32.709532, -117.090076 32.709585, -117.093666 32.708796, -117.094854 32.708457, -117.097264 32.707674, -117.098876 32.709307, -117.100844 32.711459, -117.102829 32.715098, -117.103025 32.717207, -117.102961 32.718989, -117.102932 32.718995, -117.102819 32.719026, -117.096174 32.719082, -117.093568 32.718303, -117.091831 32.717903, -117.08493 32.718046)))"
003301,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,15,"MULTIPOLYGON (((-117.097085 32.707475, -117.095113 32.704124, -117.094982 32.702313, -117.095033 32.700455, -117.095062 32.696797, -117.100212 32.696847, -117.102387 32.696887, -117.102376 32.696079, -117.106026 32.696084, -117.106056 32.69851, -117.106736 32.700529, -117.107006 32.700657, -117.10806 32.701289, -117.108087 32.702767, -117.108017 32.703787, -117.107859 32.704091, -117.108366 32.7047, -117.10978 32.708964, -117.104213 32.709214, -117.102257 32.708347, -117.102221 32.708483, -117.100313 32.70777, -117.100053 32.707683, -117.097264 32.707674, -117.097085 32.707475)))"
003004,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,15,"MULTIPOLYGON (((-117.067978 32.716642, -117.067963 32.715348, -117.062525 32.715881, -117.0624 32.715881, -117.062369 32.715882, -117.049306 32.715861, -117.049312 32.715151, -117.046612 32.715133, -117.048674 32.71277, -117.049293 32.71229, -117.055073 32.711068, -117.062502 32.710179, -117.067977 32.709485, -117.070209 32.709366, -117.071067 32.709373, -117.071539 32.71305, -117.067978 32.716642)))"
002903,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.05601 32.755335, -117.055494 32.755393, -117.053797 32.755316, -117.050682 32.755133, -117.049903 32.755146, -117.04951 32.755167, -117.049207 32.755181, -117.049132 32.755187, -117.049138 32.754755, -117.049198 32.750253, -117.049269 32.744172, -117.049281 32.743582, -117.049593 32.743406, -117.051277 32.742462, -117.053455 32.744265, -117.053539 32.744306, -117.053643 32.744352, -117.054986 32.74474, -117.057522 32.745386, -117.058722 32.745683, -117.061192 32.746629, -117.062572 32.750039, -117.06447 32.752849, -117.062157 32.753563, -117.058323 32.754674, -117.056267 32.755281, -117.05601 32.755335)))"
002902,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.051133 32.766014, -117.05116 32.763249, -117.053353 32.763268, -117.053424 32.759672, -117.053762 32.755851, -117.053481 32.755827, -117.050443 32.755574, -117.050094 32.755558, -117.050015 32.755588, -117.04997 32.755412, -117.049903 32.755146, -117.050682 32.755133, -117.053797 32.755316, -117.055494 32.755393, -117.05601 32.755335, -117.056267 32.755281, -117.058323 32.754674, -117.062157 32.753563, -117.06447 32.752849, -117.066355 32.757641, -117.067043 32.761347, -117.060717 32.764995, -117.059484 32.766136, -117.05923 32.766324, -117.054326 32.768316, -117.054185 32.768385, -117.053868 32.768491, -117.053681 32.768526, -117.053864 32.767522, -117.05146 32.767543, -117.051131 32.767241, -117.051133 32.766014)))"
022000,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,15,"MULTIPOLYGON (((-117.086998 32.681425, -117.084764 32.677141, -117.082451 32.6731, -117.085636 32.672202, -117.08718 32.671787, -117.087856 32.67352, -117.090551 32.68043, -117.0919 32.683879, -117.092637 32.685782, -117.09404 32.687072, -117.093518 32.68721, -117.089896 32.684692, -117.083673 32.686172, -117.08236 32.682726, -117.086998 32.681425)))"
021600,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.16651029535 32.668994610537695, -117.168866 32.671952, -117.16931503693401 32.672330752892, -117.17664480349401 32.67851325164239, -117.174797 32.679313, -117.173266 32.681852, -117.167683 32.678641, -117.164666 32.679252, -117.1632 32.686458, -117.163675 32.688403, -117.163193 32.691851, -117.163166 32.693052, -117.154828 32.688285, -117.146701 32.683926, -117.133264 32.675952, -117.126864 32.644153, -117.13909 32.639346, -117.141652 32.637959, -117.142693 32.637179, -117.14467 32.637096, -117.14542904919601 32.6368777205467, -117.159865 32.660652, -117.16651029535 32.668994610537695)))"
