county,hospital_name,transit_options,num_transit_options
Santa Clara,Kaiser Permanente Santa Clara Medical Center,"['Homestead & Kaiser Santa Clara', 'Homestead & Kaiser Santa Clara', 'Homestead & Swallow', 'Homestead & Swallow', 'Homestead & Lawrence', 'Homestead & Bing', 'Homestead & Princeton']",7
Santa Clara,Regional Medical Center,"['McKee and Jackson', 'MCKEE and JOSE FIGUERES', 'Jackson & Regional Medical Center San Jose', 'Jackson & Mather', 'McKee & Jose Figueres', 'McKee & Ludlow', 'McKee & Jackson @ World Gas', 'Jackson & McKee', 'Jackson & Alexian', 'Jackson & McKee', 'Jackson & Madden', 'McKee & Interstate 680', 'McKee & El Rancho Verde', 'McKee & Educational Park', 'Jackson & Lanning', 'Jackson and Alum Rock', 'Jackson & Alum Rock', 'Alum Rock & Jose Figueres', 'Alum Rock & Jose Figueres', 'Alum Rock & Jackson']",20
Santa Clara,Santa Clara Valley Medical Center,"['SANTA CLARA and 13TH', 'SANTA CLARA and 11TH', 'JULIAN and 15TH', 'Santa Clara & 17th', 'Santa Clara & 17th', 'Santa Clara & 20th', 'Santa Clara & 14th', 'Santa Clara & 13th', 'Santa Clara & 21st', 'Santa Clara & 11th', 'Julian & 17th', 'San Antonio & 18th', 'Julian & 17th', 'SAN ANTONIO and 21ST', 'Julian & 15th', '11th & Santa Clara', 'San Antonio & 19th', 'Julian & 15th', 'Santa Clara & 11th', 'Julian & 13th']",20
Santa Clara,O'Connor Hospital,"[""Forest & O'Connor Hospital"", 'Forest & Di Salvo', 'Forest & Monroe', 'Forest & Monroe', 'Bascom & Hedding', 'Naglee & Bascom', 'Bascom & Hedding', 'Bascom & Naglee', 'Bascom & Naglee', 'STEVENS CREEK and BRADLEY', 'Naglee & Bascom', 'Bascom & Olive', 'Stevens Creek & Bradley', 'Bascom & Olive', 'Stevens Creek & Bradley', 'Bascom & San Carlos', 'San Carlos & Bascom', 'Bascom & San Carlos', 'Bascom & San Carlos', 'San Carlos & Bascom']",20
Santa Clara,St. Louise Regional Hospital,['Saint Louise Regional Hospital'],1
Santa Clara,O'Connor Hospital Emergency Room,"[""Forest & O'Connor Hospital"", 'Forest & Di Salvo', 'Forest & Monroe', 'Forest & Monroe', 'STEVENS CREEK and BRADLEY', 'Naglee & Bascom', 'Bascom & Naglee', 'Bascom & Hedding', 'Bascom & Naglee', 'Bascom & Hedding', 'Stevens Creek & Bradley', 'Bascom & Olive', 'Bascom & Olive', 'Stevens Creek & Bradley', 'Naglee & Bascom', 'Bascom & San Carlos', 'San Carlos & Bascom', 'Bascom & San Carlos', 'Bascom & San Carlos', 'San Carlos & Bascom']",20
Santa Clara,Valley Health Center Sunnyvale,"['Fair Oaks & El Camino', 'El Camino & Remington', 'Fair Oaks and Olive', 'Fair Oaks & Old San Francisco', 'Old San Francisco & Fair Oaks', 'Fair Oaks & El Camino', 'Fair Oaks & Old San Francisco', 'El Camino & Fair Oaks', 'Old San Francisco & Creek', 'Old San Francisco & Ironwood', 'El Camino & Remington', 'Remington & El Camino', 'El Camino & Cezanne', 'El Camino & Cezanne', 'Fair Oaks & Olive', 'Fair Oaks & Olive', 'El Camino & Sunnyvale', 'El Camino & Sunnyvale-Saratoga', 'Old San Francisco & Wolfe', 'Sunnyvale-Saratoga & El Camino']",20
Santa Clara,El Camino Health - Los Gatos Hospital,"['KNOWLES and DARDENELLI', 'POLLARD and BRACEBRIDGE', 'KNOWLES and CAPRI', 'Pollard & El Camino Hospital Los Gatos', 'Pollard & Teakwood', 'Knowles & Dardanelli', 'Knowles & Dardanelli', 'Pollard & Bracebridge', 'Knowles & Capri @ SC County Health Dept.', 'Pollard & Bracebridge', 'Pollard & Summerwood', 'Knowles & Capri', 'Knowles & Capri', 'Pollard & Abbott', 'Pollard & York', 'POLLARD and YORK', 'Burrows & Hacienda', 'Burrows & Hacienda', 'Winchester & Albright', 'WINCHESTER and ALBRIGHT']",20
Santa Clara,Valley Health Center Downtown,"['SANTA CLARA and 13TH', 'SANTA CLARA and 11TH', 'JULIAN and 15TH', 'Santa Clara & 17th', 'Santa Clara & 17th', 'Santa Clara & 14th', 'Santa Clara & 20th', 'Santa Clara & 13th', 'Santa Clara & 21st', 'Santa Clara & 11th', '11th & Santa Clara', 'Julian & 17th', 'Julian & 15th', 'Julian & 17th', 'Julian & 15th', 'Santa Clara & 11th', 'San Antonio & 18th', 'San Antonio & 19th', 'Julian & 13th', '10th & Santa Clara']",20
Santa Clara,Kaiser Permanente San Jose Medical Center,"['Cottle', 'Santa Teresa and Cottle', 'Santa Teresa & Camino Verde', 'Cottle & Palmia', 'Santa Teresa & Del Canto', 'Santa Teresa & Cottle', 'Cottle', 'Cottle Park & Ride', 'Cottle', 'Santa Teresa & Cottle', 'Santa Teresa & Encinal', 'Cottle & Raleigh', 'Santa Teresa & Miyuki', 'Cottle & Beswick', 'Santa Teresa & Madison', 'Cottle & Coronado', 'Santa Teresa & Emlyn']",17
Santa Clara,Valley Health Center East Valley,"['McKee and Jackson', 'MCKEE and JOSE FIGUERES', 'McKee & Ludlow', 'McKee & Jose Figueres', 'Jackson & McKee', 'Jackson & McKee', 'McKee & Jackson @ World Gas', 'McKee & Interstate 680', 'Jackson & Regional Medical Center San Jose', 'Jackson & Mather', 'Jackson & Lanning', 'McKee & El Rancho Verde', 'McKee & Educational Park', 'Jackson & Brushglen', 'Jackson & Alexian', 'Jackson & Madden', 'MCKEE and CHECKERS', 'McKee & Checkers', 'JACKSON and ASHGLEN', 'Jackson & Ashglen']",20
Santa Clara,Valley Specialty Center,"['Bascom & Fruitdale', 'BASCOM and SCOTT', 'Valley Medical Center', 'Valley Medical Center', 'Bascom & Renova', 'Bascom & Renova', 'Ginger & Middle', 'Moorpark & Empey', 'Clove & Ginger', 'Bascom & Fruitdale', 'Clove & Ginger', 'Bascom & Fruitdale', 'Bascom & Scott', 'Moorpark & Thornton', 'Fruitdale & Bascom', 'Bascom & Scott', 'Fruitdale & Sherman Oaks', 'FRUITDALE and SHERMAN OAKS', 'Moorpark & Monroe', 'Fruitdale & Sherman Oaks']",20
Santa Clara,Santa Clara Valley Medical Center,"['Moorpark & Empey', 'Moorpark & Thornton', 'Ginger & Middle', 'Valley Medical Center', 'Valley Medical Center', 'Clove & Ginger', 'Clove & Ginger', 'Moorpark & Monroe', 'Bascom & Renova', 'Bascom & Renova', 'Moorpark & Monroe', 'BASCOM and SCOTT', 'Bascom & Scott', 'Bascom & Fruitdale', 'Bascom & Fruitdale', 'Bascom & Scott', 'Bascom & Fruitdale', 'Fruitdale & Bascom', 'STEVENS CREEK and BRADLEY', 'Stevens Creek & Bradley']",20
Santa Clara,Washington Hospital Healthcare System,"['Fremont', 'Civic Center Dr:Mowry Av (Washington Hospital)', 'Civic Center Dr:BART Way', 'Mowry Av:Paseo Padre Pkwy', 'Paseo Padre Pkwy:Mowry Av', 'Walnut Av:Paseo Padre Pkwy', 'Mowry Av:Bonner Av', 'Civic Center Dr & Mowry Av (Washington Hospital)', 'Civic Center Dr & Mowry Av (Washington Hospital)', 'Mowry Av & Parkside Dr (Washington Hosp.Emer.Ent.)', 'Mowry Av & Parkside Dr', 'Fremont Station', 'Civic Center Dr & BART Way', 'Fremont BART', 'Fremont BART', 'Fremont BART', 'Fremont BART', 'Fremont BART', 'Fremont BART Station', 'Fremont BART']",20
Santa Clara,El Camino Health - Mountain View Hospital,"['El Camino Hospital', 'Cuesta/Grant', 'CUESTA and MONTALTO', 'El Camino Hospital', 'El Camino Hospital', 'Grant/Eunice', 'Grant & Sleeper', 'Grant & El Camino Hospital', 'Grant & April', 'Cuesta/Grant', 'Grant & Covington', 'Cuesta/Grant', 'Cuesta & Grant', 'Cuesta & Montalto', 'Cuesta & Montalto', 'Grant & Preston', 'Cuesta/Miramonte', 'Cuesta/Miramonte', 'Miramonte & Cuesta']",19
Santa Clara,San Jose Behavioral Health Hospital,"['Silicon Valley & Eden Park', 'Silicon Valley & Eden Park']",2
Santa Clara,Dignity Health Sequoia Hospital,"['Alameda de las Pulgas & Whipple Ave', 'Edgewood Rd & Scenic Dr', 'Alameda de las Pulgas & Whipple Ave', 'Alameda de las Pulgas & Whipple Ave', 'Edgewood Rd & Scenic Dr', 'Whipple Ave & Nevada St', 'Edgewood Rd & Scenic Dr', 'Alameda de las Pulgas & Westgate St', 'Alameda de las Pulgas & Westgate St', 'Alameda de las Pulgas & Eaton Ave', 'Alameda de las Pulgas & Saint Francis Way', 'Whipple Ave & Copley Ave', 'Clifford Ave & Victoria Mnr-Clifford ES', 'Whipple Ave & Iris St', 'Alameda de las Pulgas & Harding Ave', 'Alameda de las Pulgas & Harding Ave', 'Alameda de las Pulgas & Hill Way']",17
Santa Clara,Valley Health Center Moorpark,"['Moorpark & Empey', 'Moorpark & Thornton', 'Ginger & Middle', 'Valley Medical Center', 'Valley Medical Center', 'Clove & Ginger', 'Clove & Ginger', 'Moorpark & Monroe', 'Bascom & Renova', 'Bascom & Renova', 'Moorpark & Monroe', 'BASCOM and SCOTT', 'Bascom & Scott', 'Bascom & Fruitdale', 'Bascom & Fruitdale', 'Bascom & Scott', 'Bascom & Fruitdale', 'Fruitdale & Bascom', 'STEVENS CREEK and BRADLEY', 'Stevens Creek & Bradley']",20
Ventura,Ventura County Medical Center,"['Loma Vista & Mills', 'Loma Vista & Brent', 'Mills & Telegraph', 'Loma Vista Road & Hillmont Avenue (VCMC)', 'Loma Vista Road & Hillmont Avenue', 'Ventura County Medical Center', 'Loma Vista & Mills', 'Loma Vista & Mills', 'Loma Vista & Brent', 'Loma Vista & Brent', 'Telegraph at St. Bonaventure', 'Telegraph & Emma', 'VTC at Pacific View Mall', 'Mills & Telegraph', 'Mills & Telegraph', 'Loma Vista & Main', 'Thompson & Borchard', 'Thompson & Borchard', 'Thompson & Borchard', 'Main & Katherine']",20
Ventura,Community Memorial Hospital,"['Loma Vista & Brent', 'Thompson & Borchard', 'Loma Vista & Brent', 'Loma Vista & Brent', 'Thompson & Borchard', 'Thompson & Borchard', 'Loma Vista & Main', 'Telegraph at St. Bonaventure', 'Main & Katherine', 'Telegraph & Emma', 'Loma Vista Road & Hillmont Avenue', 'Loma Vista Road & Hillmont Avenue (VCMC)', 'Ventura County Medical Center', 'Main & Seaward', 'Main & Seaward', 'Thompson & Seaward', 'Thompson & Seaward', 'VTC at Pacific View Mall', 'Main & Seaward', 'Thompson & Seaward']",20
Ventura,Los Robles Regional Medical Center,['Los Robles Hospital (Bus Shelter)'],1
Ventura,Santa Paula Hospital,"['Santa Paula Hospital', '12th Street and Richmond Road', '10th St. & Virginia Terr.', 'Guadalupe Church', 'Bedell School (Hawthorne Street and Laurel Road)', 'Barbara Webster School', 'Las Piedras Park', 'McKevett School, Pleasant St. / Mill St.', 'Barbara Webster Elem.']",9
Ventura,Dignity Health - St. John's Hospital Camarillo,"['Pleasant Valley Hospital', 'Camarillo Library']",2
Ventura,Encino Hospital Medical Center,"['Ventura / Libbit', 'Ventura / Hayvenhurst', 'Ventura / Libbit', 'Ventura / Libbit', 'Ventura Blvd & Woodley Ave (Eastbound)', 'Ventura / Woodley', 'Ventura Blvd & Hayvenhurst Ave (Eastbound)', 'Ventura / Hayvenhurst', 'Ventura Blvd & Hayvenhurst Ave (Westbound)', 'Ventura / Hayvenhurst', 'Ventura Blvd & Gloria Ave (Westbound)', 'Ventura / Gloria', 'Ventura / Petit', 'Ventura / Petit', 'Ventura / Petit', 'Encino Park & Ride (Northbound)', 'Encino Park & Ride (Southbound)']",17
Ventura,Adventist Health Simi Valley,"['Simi Hospital on Sycamore Drive', 'Alamo Street and Sycamore Drive', 'Alamo Street and Sycamore Drive', 'Alamo Street and Wanda Avenue', 'Alamo Street and Royal Hills Court', 'Alamo Street and Reservoir Drive', 'Alamo Street and Reservoir Drive', 'Atherwood Avenue at Alamo Street', 'Alamo Street at Atherwood Avenue', 'Alamo Street and Galena Avenue', 'Alamo Street and Galena Avenue']",11
Ventura,Dignity Health - St. John's Regional Medical Center,"[""St. John's Hsp."", 'Gonzales & Williams', 'Rose & Socorro', 'Rose & Lockwood', ""St. John's Hospital"", ""St. John's Hospital"", 'Rose & Hospital', 'Gonzales & Rose (before)', 'Gonzales & Rose (after)', 'Rose & Socorro', 'Rose & Gonzales', 'Gonzales & Williams', 'Gonzales & Williams', 'Rose & Socorro', 'Gonzales at Rose', 'Gonzales & Rose (after)', 'Rose & Lockwood', 'Gonzales & Outlet Ctr', 'Rose & Lockwood', 'Gonzales & Lombard']",20
Ventura,Ventura county medical center inpatient psychiatric unit,"['Loma Vista & Mills', 'Loma Vista & Brent', 'Mills & Telegraph', 'Loma Vista Road & Hillmont Avenue (VCMC)', 'Loma Vista Road & Hillmont Avenue', 'Ventura County Medical Center', 'Loma Vista & Mills', 'Loma Vista & Brent', 'Loma Vista & Mills', 'Loma Vista & Brent', 'Telegraph at St. Bonaventure', 'Telegraph & Emma', 'VTC at Pacific View Mall', 'Mills & Telegraph', 'Mills & Telegraph', 'Loma Vista & Main', 'Thompson & Borchard', 'Thompson & Borchard', 'Thompson & Borchard', 'Main & Katherine']",20
Ventura,Ventura County Medical Center: Emergency Room,"['Loma Vista & Mills', 'Loma Vista & Brent', 'Mills & Telegraph', 'Loma Vista Road & Hillmont Avenue (VCMC)', 'Loma Vista Road & Hillmont Avenue', 'Ventura County Medical Center', 'Loma Vista & Mills', 'Loma Vista & Mills', 'Loma Vista & Brent', 'Telegraph at St. Bonaventure', 'Loma Vista & Brent', 'Telegraph & Emma', 'VTC at Pacific View Mall', 'Mills & Telegraph', 'Mills & Telegraph', 'Loma Vista & Main', 'Thompson & Borchard', 'Thompson & Borchard', 'Thompson & Borchard', 'Main & Katherine']",20
Ventura,Aurora Vista del Mar,"['Ventura Ave & Dakota', 'Ventura Ave & Dakota', 'Ventura Ave & Dakota', 'Ventura Ave & Willet', 'Ventura Ave & Willet', 'Ventura Ave & Seneca', 'Ventura Ave & Seneca', 'Ventura Ave & Seneca', 'Ventura Ave & Sr Housing']",9
Ventura,Santa Paula Hospital: Emergency Room,"['Santa Paula Hospital', '12th Street and Richmond Road', '10th St. & Virginia Terr.', 'Bedell School (Hawthorne Street and Laurel Road)', 'Guadalupe Church', 'Barbara Webster School', 'Las Piedras Park', 'McKevett School, Pleasant St. / Mill St.', 'Barbara Webster Elem.']",9
Ventura,Community Memorial Hospital -Ocean Tower,"['Loma Vista & Brent', 'Thompson & Borchard', 'Loma Vista & Brent', 'Loma Vista & Brent', 'Loma Vista & Main', 'Thompson & Borchard', 'Thompson & Borchard', 'Telegraph at St. Bonaventure', 'Loma Vista Road & Hillmont Avenue', 'Main & Katherine', 'Loma Vista Road & Hillmont Avenue (VCMC)', 'Telegraph & Emma', 'Ventura County Medical Center', 'Main & Seaward', 'Main & Seaward', 'VTC at Pacific View Mall', 'Loma Vista & Mills', 'Loma Vista & Mills', 'Thompson & Seaward', 'Loma Vista & Mills']",20
Ventura,UCLA West Valley Medical Center,"['Sherman Way / Royer', 'Woodlake / Cohasset', 'Sherman Way / Fallbrook', 'Fallbrook / Runnymede', 'Saticoy / Royer', 'West Hills Medical Ctr', 'Medical Ctr Dr / Community Medical Ctr', 'Sherman / Medical Ctr', 'Sherman Way / Royer', 'Sherman Way / Royer', 'Woodlake / Medical Ctr', 'Woodlake / Cohasset', 'Woodlake / Cohasset', 'Sherman Way / Fallbrook', 'Fallbrook / Runnymede', 'Fallbrook / Sherman Way', 'Fallbrook / Sherman Way', 'Saticoy / Royer', 'Sherman Way / Fallbrook', 'Fallbrook / Runnymede']",20
Ventura,Kaiser Permanente Market Street Medical Offices,"['Gateway Plz', 'Gateway Plz', 'Gateway Plz', 'Telephone & Saratoga', 'Telephone & Saratoga', 'Telephone & Saratoga', 'Telephone & Telephone Plaza', 'Telephone & Market', 'Telephone & Telephone Plaza', 'Telephone & Telephone Plaza']",10
Ventura,Hospital Procedures Consultants,[],0
Ventura,Cottage Urgent Care - Ventura - Montalvo Square,"['Victoria & Ralston', 'Victoria & Avocet', 'Victoria & Moon', 'Victoria & Ralston', 'Victoria & Avocet', 'Victoria & Avocet', 'Victoria & Ralston', 'Victoria & Moon', 'Moon & Victoria', 'Victoria & Moon', 'Victoria & Telephone', 'Ventura County Government Center (SE Telephone Rd/Victoria Ave)', ""Victoria & Telephone (Gov't Center)"", 'Victoria & Telephone (Vons)', ""Victoria & Telephone (Gov't Center)"", 'Victoria & Telephone (Vons)', 'Ventura County Government Center (NE Telephone Rd/Victoria Ave)', 'Telephone & Lark', 'Grand & Bristol', 'Victoria & Telephone']",20
Ventura,Mission Community Hospital,"['Roscoe / Willis', 'Roscoe / Tobias', 'Roscoe / Noble', 'Roscoe / Willis', 'Roscoe / Willis', 'Roscoe / Tobias', 'Roscoe / Tobias', 'Roscoe / Noble', 'Roscoe / Noble', 'Van Nuys Blvd. & Roscoe Blvd.', 'Roscoe / Van Nuys', 'Roscoe / Van Nuys', 'Van Nuys / Roscoe', 'Van Nuys Blvd & Roscoe Blvd Southbound', 'Van Nuys Blvd & Lanark St Southbound', 'Van Nuys / Lanark', 'Van Nuys Blvd & Roscoe Blvd Northbound', 'Van Nuys / Roscoe', 'Van Nuys Blvd & Lanark St Northbound', 'Roscoe / Van Nuys']",20
Ventura,Thousand Oaks Surgical Hospital,"['Affiliated Well Being: Ziemer Susan R', 'Los Padres Dr. & Haaland Dr.', 'Thousand Oaks Bl. & Baker Ave.', 'Thousand Oaks Bl. & Hodencamp Rd.', 'Thousand Oaks Blvd & Hodencamp Rd (Westbound)', 'Rolling Oaks Dr. & Moorpark Rd.', 'Thousand Oaks Bl. & Baker Ave.', 'Hillcrest Dr. & Hodencamp Rd.', 'Thousand Oaks Bl. & Baker Ave.', 'Hillcrest Dr. & Hodencamp Rd.', 'Hillcrest Dr. & Hodencamp Rd.', 'Thousand Oaks Transit Center (NB)', 'City Transportation Center', 'TOCTC Park & Ride (Eastbound)', 'TOCTC Park & Ride (Arriving)', 'TOCTC Park & Ride (Westbound)', 'Hillcrest Dr. east of Moorpark Rd.', '80 E. Hillcrest Dr.', 'Hillcrest Dr. & Houston Dr.', 'Hillcrest Dr. & Houston Dr.']",20
Ventura,Santa Paula Hospital Clinic,"['Santa Paula Hospital', '12th Street and Richmond Road', '10th St. & Virginia Terr.', 'Bedell School (Hawthorne Street and Laurel Road)', 'Guadalupe Church', 'Barbara Webster School', 'Las Piedras Park', 'McKevett School, Pleasant St. / Mill St.']",8
Mariposa,John C. Fremont Healthcare District,[],0
Mariposa,John C Fremont Healthcare District: Emergency Room,[],0
Mariposa,Mammoth Hospital,"['Shilo Inn', 'Stop 11-OMR / Gateway Ctr', 'Stop 12-Main St. / Laurel Mt. Rd', 'Stop 27 - Sierra Park Rd / Tavern Rd', 'Stop 27 - Sierra Park Rd / Tavern Rd', 'Stop 26 - Sierra Park Rd / Meridian Blvd', 'Mammoth Lakes', 'Stop 108 - Tavern Rd / Old Mammoth Rd (Park & Ride)', 'Stop 107 - Tavern Rd / Old Mammoth Rd (Park & Ride)', 'Mammoth Lakes Park & Ride', 'Stop 10 - Old Mammoth Rd / Sierra Nevada Rd', 'Stop 26 - Sierra Park Rd / Meridian Blvd', 'Stop 27A - Sierra Park Rd / Hwy 203', 'Stop 11 - Old Mammoth Rd / Main St', 'Mammoth Lakes CA', 'Stop 28 - Hwy 203 / Mammoth Mountain RV Park', 'Stop 32 - Meridian Blvd / Old Mammoth Rd (East)', 'Stop 9 - Old Mammoth Rd / Meridian Blvd (North)', 'Stop 9 - Old Mammoth Rd / Meridian Blvd (North)', 'Stop 29 - Mammoth Lakes Welcome Center']",20
Mariposa,John Heltebrake,"['Midtown Mariposa (Inbound)', 'Midtown Mariposa (Outbound)', 'Roadside Rest']",3
San Bernardino,Dignity Health - Community Hospital of San Bernardino,"['Medical Center @ 17th Sb Ns', 'Medical Center @ 16th Nb Fs', '16th St @ Medical Center', 'Medical Center @ 21st Nb Ns', '16th @ Western Wb Fs', '16th @ Western Eb Ns', 'Medical Center @ 16th Sb Fs', 'Medical Center @ Highland Sb Fs', 'Highland @ Ramona Eb Fs', 'Highland @ Medical Center Wb Ns', 'Highland @ Western Wb Fs', 'Highland @ Western Eb Fs', '16th @ Flores Wb Fs', 'Mt Vernon @ Goodlet Sb Fs', '16th @ Pennsylvania Eb Fs', 'Mt Vernon @ Trenton Sb Fs', 'Mt Vernon @ Trenton Nb Lat', 'Mt Vernon @ 21st Nb Fs', 'Medical Center @ Magnolia Nb Ns', 'Medical Center @ Home Sb Fs']",20
San Bernardino,Dignity Health - St. Bernardine Medical Center,"['21st @ Kenwood Eb Ns', '21st @ Kenwood Wb Fs', 'Highland @ Waterman Eb Fs', ""Highland Ave & Waterman St - St Bernardine's Hospital"", 'Highland @ Waterman Wb Fs', 'Highland @ Valencia Wb Fs', 'Highland @ Wall Eb Ns', '21st @ Valencia Nb Fs', 'Valencia @ Highland Sb Fs', 'Highland @ Valencia Eb Fs', 'Sierra Way @ Highland Nb Ns', 'Sierra Way @ Highland Sb Fs', 'Highland @ Sierra Way Eb Ns', 'Highland @ Sierra Wb Fs', 'Highland @ Cedar Wb Fs', 'Sierra Way @ 18th Nb Fs', 'Sierra Way @ 18th Sb Fs', 'Highland @ Cedar Eb Fs', 'Gilbert @ Parkside Eb Fs', 'Gilbert @ Crestview Wb Ns']",20
San Bernardino,Arrowhead Regional Medical Center,"['San Bernardino at Pepper', 'Arrowhead Medical Center Nb Fs', 'Arrowhead Regional Medical Center', 'San Bernardino @ Pepper Eb Fs', 'Olive @ Meridian Eb Fs', 'San Bernardino @ Pepper Wb Fs', 'Meridian @ Valley Sb Ns', 'San Bernardino @ Pepper Eb Ns', 'Valley @ Rexford Nb Fs', 'Valley @ Meridian Wb Ns', 'San Bernardino @ Eucalyptus Wb Fs', 'Valley @ Eucalyptus Eb Ns', 'Valley @ Hermosa Eb Lat', 'Olive At Cypress', 'Olive @ Cypress Wb Fs', 'Olive @ Cypress Eb Ns', 'Valley @ Cypress Wb Fs']",17
San Bernardino,Redlands Community Hospital,[],0
San Bernardino,San Antonio Regional Hospital,"['San Antonio Hospital Wb Fs', 'San Bernardino @ Arrow Eb Fs', 'San Bernardino @ Arrow Wb Ns', 'Foothill @ Hospital Pkwy Eb Ns', 'San Bernardino @ 13th Wb Mid', 'San Bernardino @ Thirteenth', 'Arrow @ 5th Wb Fs', 'Arrow @ 5th Eb Ns', 'Foothill @ Campus Wb Fs', 'Foothill @ 5th Eb Fs', 'Foothill @ Memorial Park Eb Fs', 'Foothill @ Alta Wb Fs', 'Grove @ San Bernardino Sb Fs', 'San Bernardino @ Grove Wb Fs', 'Grove @ Arrow Nb Fs', 'Foothill at Grove', 'Arrow @ 2nd Eb Fs']",17
San Bernardino,Loma Linda University Medical Center,"['Campus At University', 'Barton FS Anderson', 'Loma Linda Univ.', 'Barton FS Campus', 'Barton @ Anderson Wb Fs', 'Sbx - Prospect @ Anderson Nb Ns', 'Barton @ Anderson Eb Fs', 'Anderson @ Prospect Nb Fs', 'Barton @ Anderson Eb Fs', 'Campus @ University Nb Ns', 'Anderson @ Taylor Sb Ns', 'Barton FS Anderson', 'Anderson @ University Sb Fs', 'Campus @ University Sb Fs', 'Anderson @ Stewart NB NS', 'Prospect @ Richie Wb Ns', 'University At Yardley', 'University @ Rosarita Wb Ns', 'Prospect @ Bellaire Wb Fs']",19
San Bernardino,Desert Valley Hospital,"['2nd Ave NB & Bear Valley Rd', 'Bear Valley Rd WB & 2nd Ave', 'Bear Valley Rd EB & 2nd Ave', '2nd Ave SB & Jasmine St', 'Jasmine St WB & 1st Ave', 'Hesperia Rd & Jasmine St', 'Jasmine St WB & Hesperia Rd VFS', 'Hesperia Rd NB & Bear Valley Rd', 'Hesperia Rd SB & Jasmine St', 'Jasmine St WB & Hesperia Rd FS', 'Jasmine St EB & Hesperia Rd NS', 'Bear Valley Rd EB & 3rd Ave', '2nd Ave SB & Silica Dr', 'Silica Dr WB & 2nd Ave', 'Jasmine St EB & Hesperia Rd FS', 'Hesperia Rd NB & Jasmine St', 'Jasmine St WB & Hesperia Rd NS', 'Bear Valley Rd EB & Hesperia Rd', 'Silica Dr WB & 3rd Ave', 'Silica Dr EB & 3rd Ave']",20
San Bernardino,Emergency Room at Dignity Health - Community Hospital of San Bernardino,"['Medical Center @ 17th Sb Ns', 'Medical Center @ 16th Nb Fs', '16th St @ Medical Center', 'Medical Center @ 16th Sb Fs', 'Medical Center @ 21st Nb Ns', '16th @ Western Wb Fs', '16th @ Western Eb Ns', 'Medical Center @ Highland Sb Fs', 'Highland @ Ramona Eb Fs', '16th @ Flores Wb Fs', '16th @ Pennsylvania Eb Fs', 'Highland @ Medical Center Wb Ns', 'Highland @ Western Wb Fs', 'Highland @ Western Eb Fs', 'Medical Center @ Magnolia Nb Ns', 'Mt Vernon @ Trenton Sb Fs', 'Mt Vernon @ Goodlet Sb Fs', 'Mt Vernon @ Trenton Nb Lat', 'Mt Vernon @ 21st Nb Fs', 'Medical Center @ Home Sb Fs']",20
San Bernardino,San Antonio Regional Hospital Emergency Room,"['San Antonio Hospital Wb Fs', 'San Bernardino @ Arrow Eb Fs', 'San Bernardino @ Arrow Wb Ns', 'San Bernardino @ 13th Wb Mid', 'San Bernardino @ Thirteenth', 'Foothill @ Hospital Pkwy Eb Ns', 'Foothill @ Memorial Park Eb Fs', 'Foothill @ Alta Wb Fs', 'Arrow @ 5th Wb Fs', 'Arrow @ 5th Eb Ns', 'Foothill @ Campus Wb Fs', 'Foothill @ 5th Eb Fs', 'Grove @ San Bernardino Sb Fs', 'Grove @ Arrow Nb Fs', 'San Bernardino @ Grove Wb Fs', 'Foothill at Grove', 'Arrow @ Grove Eb Fs', 'Foothill at Grove']",18
San Bernardino,Riverside Community Hospital,"['Market NS Tenth', 'Market FS 14th', 'Magnolia FS 15th', 'Brockton FS 14th', 'Brockton FS 14th', 'Brockton FS Tequesquite', 'Brockton NS Tequesquite', 'Market FS 12th', 'Market FS 11th', 'Riverside City College', '14th FS Orange Grove', 'Market FS 11th', 'Orange FS 12th', 'Market FS 11th', 'Magnolia FS Terracina/RCC', 'Brockton FS Terracina', 'Brockton FS Tenth', 'Lemon NS 13th', 'Market NS Tenth', 'Brockton FS Terracina']",20
San Bernardino,Pomona Valley Hospital Medical Center,"['Garey Ave and Willow St S', 'Garey Ave and Willow St N', 'Garey Ave and McKinley Ave S', 'Garey Ave and McKinley Ave N', 'Garey Ave and Aliso St S', 'Garey Ave and Aliso St N', 'Garey Ave and Orange Grove Ave N', 'Garey Ave and Orange Grove Ave S', 'White Ave and Berkeley Ave E', 'McKinley Ave and White Ave W', 'Garey Ave and Jefferson Ave N', 'Garey Ave and Jefferson Ave S', 'Garey Ave and La Verne Ave S', 'Towne Ave and La Verne Ave S', 'Garey Ave and La Verne Ave N']",15
San Bernardino,Mountains Community Hospital,['Mountain Community Hospital'],1
San Bernardino,Kindred Hospital Ontario,"['Campus @ F St Sb Fs', 'Campus @ E St Nb Fs', 'Campus @ G Nb Fs', 'Campus and D St', 'Campus @ Dst Sb Ns', 'Campus @ I St Sb Ns', 'Campus @ Holt Nb Fs', 'Campus @ I St Nb Fs', 'Holt @ Campus Wb Fs', 'Holt @ Campus Wb Fs', 'Holt @ Campus Eb Fs', 'Holt @ Allyn Wb Fs', 'D @ Lemon Wb Fs', 'Holt @ Allyn Wb Fs', 'Holt @ Bon View Eb Fs', 'Holt @ Plum Eb Fs', 'Euclid @ Gst Nb Fs', 'Euclid @ D Street Nb Fs', 'Euclid @ F St Sb Fs', 'Euclid @ Dst Sb Fs']",20
